gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
1,0,0,0,-0.5851984004382496,1,0,2,1,1,1,1,1,1,0,0,2,-1.5209328650709681,-0.8541446226228201
0,0,1,1,1.1657772395230555,1,0,2,1,1,1,1,1,1,2,0,1,-1.4960059100684764,-0.42903722781480036
1,0,1,0,1.125056875803025,0,1,0,0,2,2,2,2,2,0,1,0,-0.15161213693408263,0.5735945463127976
1,0,1,0,-1.1960038562387048,0,1,0,0,0,0,2,0,0,0,1,2,-1.1586611190347533,-0.967419759866274
0,0,0,0,0.5549717837226001,1,0,0,0,0,2,2,0,0,2,0,1,-0.34604238595351905,0.0780848103102008
0,0,0,0,0.758573602322752,1,0,1,0,0,0,0,2,2,1,0,1,0.7573908221567865,0.9681037457944817
0,0,0,0,-0.7073594915983407,1,0,2,1,1,1,1,1,1,1,0,1,-1.4843733310673135,-0.8746096493670574
0,0,0,0,-1.1145631287986442,1,2,0,0,2,0,0,0,2,0,1,2,-0.025315564921457354,-0.8446737526408591
0,1,1,0,1.4100994218432374,1,2,1,2,2,2,2,0,2,1,1,1,1.3506523512160928,2.098294230308491
0,0,1,0,1.002895784642934,1,2,1,0,2,2,0,2,2,0,1,1,1.3207400052131024,1.6063167535066258
0,0,1,1,1.0843365120829946,1,2,0,2,0,2,2,2,0,2,1,3,0.3884718881199074,0.9873545584384678
1,0,1,1,-1.1552834925186746,1,2,1,0,0,2,0,2,2,0,0,2,1.2093996062019723,-0.8377637705794283
0,0,1,0,1.6137012404433893,1,2,1,2,2,2,2,2,0,2,1,0,1.302460238211275,2.3284650704761485
1,0,0,0,-1.1960038562387048,0,1,0,0,2,0,2,0,0,0,1,3,-0.9276713360116622,-0.9601565518847702
0,0,1,0,1.3286586944031769,1,0,0,2,0,2,2,0,0,2,0,1,-0.19481885893840195,0.6948834966179107
0,1,0,0,-1.2774445836787656,1,0,1,0,0,0,0,0,0,0,1,2,0.1724382780983114,-0.9772659323883128
0,1,1,1,1.0843365120829946,1,2,1,0,0,2,0,0,2,0,1,1,0.7972739501607736,1.353451147974269
1,0,1,0,-0.0965540357978854,1,0,2,1,1,1,1,1,1,1,0,1,-1.46443176706532,-0.7489274516810346
0,0,0,0,0.8400143297628127,1,0,1,0,2,2,2,0,2,1,1,1,0.9867188081797118,1.2183863867863036
0,1,0,0,-1.2774445836787656,1,0,0,2,0,2,0,0,0,0,1,2,-0.29785027294870164,-0.9835136158496063
1,0,0,0,0.025607055362205634,1,2,1,2,0,0,0,0,0,1,0,0,0.5097830691320341,0.1412901733832877
1,0,1,0,-0.3408762181180675,1,2,1,0,0,0,0,2,2,0,1,2,0.9385266951748941,-0.015564211749189458
0,1,1,1,-0.38159658183809786,1,0,1,0,2,2,0,0,2,0,1,0,0.787303168159777,-0.06744426875993138
0,0,1,0,-0.6666391278783103,0,1,0,0,0,0,2,2,2,0,1,2,-0.4922805219681379,-0.6504215732206386
1,1,0,0,-1.2774445836787656,1,2,1,0,0,0,0,0,0,0,1,2,0.3884718881199074,-0.9743959717877185
0,0,0,0,0.6364125111626608,1,2,2,1,1,1,1,1,1,2,0,1,-1.3547531650543558,-0.48579621784655247
0,1,1,0,-0.5037576729981889,1,0,1,0,0,0,0,2,2,1,1,0,0.8720548151682491,-0.187121625804711
1,0,0,1,1.125056875803025,1,2,0,2,0,2,2,2,2,2,1,2,0.6709773781481484,1.1928216608210105
0,0,1,0,1.6137012404433893,1,0,2,1,1,1,1,1,1,2,0,1,-1.4710789550659844,-0.344859075737371
0,0,1,1,1.6137012404433893,1,2,1,2,2,2,2,2,2,2,1,1,1.7295420672539685,2.7257780006984134
1,0,1,0,0.43281069256250915,1,0,0,0,0,0,0,2,0,1,1,3,-0.27957050594687416,0.04761907470389279
0,0,1,1,1.4100994218432374,1,2,1,2,0,0,2,0,2,1,1,1,0.9833952141793793,1.7918045147850314
0,0,1,0,-1.0331224013585834,1,0,1,0,0,2,0,2,0,0,1,2,0.7141841001524675,-0.7489274516810346
1,0,1,1,0.758573602322752,1,2,2,1,1,1,1,1,1,2,1,3,-1.3231790220511994,-0.46848814776296877
0,0,0,0,-0.1779947632379461,1,2,1,0,2,0,0,0,2,0,1,2,0.8371570781647607,0.15111426928532182
0,0,1,1,1.0843365120829946,1,2,0,2,2,0,2,0,0,1,0,3,0.02453834508352634,0.6702459886928096
1,0,0,0,-0.3408762181180675,1,0,0,2,0,0,0,0,0,0,1,2,-0.4523973939641511,-0.4448882409780823
1,0,1,0,0.06632741908223598,1,0,2,1,1,1,1,1,1,2,0,1,-1.4860351280674797,-0.708350624112633
1,0,0,0,-0.3408762181180675,1,2,1,0,2,0,0,2,2,0,1,0,1.1595456961969886,0.05366806858514517
0,0,1,0,1.247217966963116,1,2,1,0,2,0,0,0,0,0,1,0,0.5579751821368518,1.2123373929050512
1,0,0,0,0.3920903288424788,1,2,2,1,1,1,1,1,1,1,0,2,-1.3198554280508674,-0.5887615735478717
1,0,1,0,0.8400143297628127,1,2,1,0,2,0,2,0,2,1,0,0,1.0963974101906757,1.2185850763663446
0,0,0,0,-1.0331224013585834,1,0,1,0,0,0,0,0,0,0,1,3,0.17077648109814536,-0.7885770612092441
1,0,0,0,-1.1960038562387048,1,2,1,0,0,0,0,0,0,0,0,3,0.3402797751150897,-0.9158266989155915
1,0,1,1,1.4915401492832983,1,0,0,2,2,0,2,2,2,2,0,0,0.5280628361338618,1.4390642803519957
0,0,1,1,1.002895784642934,1,0,1,0,2,0,0,2,2,1,1,2,1.0049985751815391,1.4360839366513785
0,0,1,1,-1.1552834925186746,1,2,1,0,0,0,0,0,2,0,1,2,0.7042133181514708,-0.8397948196198489
1,1,0,0,-1.0738427650786138,1,0,1,0,0,0,0,2,0,0,1,2,0.4964886931307054,-0.7884446014892167
1,0,0,0,-0.5444780367182193,1,0,0,0,0,0,0,0,0,0,1,0,-0.6567984249845842,-0.6258502951555511
0,0,1,1,1.4915401492832983,0,1,0,2,2,2,2,0,0,2,0,0,-0.6152534999804311,0.3700481098706527
1,0,1,1,-0.62591876415828,1,2,0,2,0,2,0,2,0,1,1,0,0.1857326540996401,-0.477583715204852
0,0,1,1,-0.4223169455581282,1,0,2,1,1,1,1,1,1,0,0,3,-1.491020519067978,-0.831405704018112
1,0,1,1,0.880734693482843,1,0,1,0,2,0,2,0,0,2,1,0,0.5047976781315361,0.9178352820440736
0,0,1,1,-0.9109613101984924,1,2,0,2,2,0,0,2,0,1,0,2,0.18407085709947407,-0.7096089914528935
0,0,1,1,-0.9924020376385531,1,0,0,0,2,0,2,0,0,0,0,0,-0.28123230294704044,-0.8308758651380023
1,0,0,1,0.3106496014024181,1,0,0,2,2,0,0,0,0,0,1,3,-0.3161300399505289,-0.06362501349914075
1,0,1,1,1.0843365120829946,1,0,0,2,2,2,2,2,2,2,1,2,0.7308020701541287,1.2816359030993996
1,1,0,0,-1.2367242199587352,1,2,1,0,0,0,0,0,0,0,1,3,0.2605135191071156,-0.9400226744406013
0,0,0,0,0.35136996512244845,1,2,0,0,2,2,0,2,2,1,1,2,0.5247392421335293,0.4329664768836801
0,0,0,1,-0.46303730927815856,1,0,0,2,0,2,0,0,2,1,0,3,0.0029349840813665527,-0.4179106113324966
0,0,0,0,0.22920887396235737,1,0,2,1,1,1,1,1,1,2,0,3,-1.477726143066649,-0.6800704738867775
1,0,0,0,-0.6666391278783103,1,0,1,0,0,0,0,0,0,0,1,1,0.1724382780983114,-0.4758838154645001
0,0,0,0,-0.13727439951791576,1,2,0,2,0,0,0,0,2,0,1,2,0.04447990908551963,-0.16387494493989768
1,0,0,0,1.002895784642934,1,0,0,2,0,2,0,2,2,2,1,0,0.31867641411292996,0.8980987837599872
0,0,1,1,0.18848851024232702,1,2,2,1,1,1,1,1,1,2,1,0,-1.3514295710540236,-0.6276164247559168
1,0,1,1,1.5322605130033284,1,0,0,2,2,2,0,2,2,2,1,1,0.5114448661322006,1.4644965465972613
0,0,0,0,-0.9516816739185228,0,1,0,0,2,0,0,0,2,0,0,2,-0.7980511699987046,-0.849464379181851
1,0,0,0,-1.2774445836787656,1,0,1,0,0,0,0,0,0,0,1,2,0.1857326540996401,-0.9770893194282761
1,0,0,1,0.35136996512244845,1,0,1,2,2,2,2,2,2,2,1,2,1.541759006235197,0.9819016332973385
1,1,1,0,-1.2774445836787656,1,2,1,2,0,0,0,0,0,0,1,2,0.5164302571326987,-0.9726960720473664
1,1,1,0,1.369379058123207,1,2,1,0,0,0,2,2,2,0,1,1,1.1728400721983174,2.0260153764135254
1,0,0,0,0.22920887396235737,1,2,1,0,2,2,0,0,2,0,1,1,1.0083221691818711,0.6216332714427439
1,0,0,0,-1.2367242199587352,1,0,2,1,1,1,1,1,1,0,0,3,-1.5076384890696393,-0.9858095843300817
1,1,0,0,-0.6666391278783103,1,0,1,0,0,0,0,0,0,0,0,2,0.16246749609731476,-0.5475003707593286
0,0,1,1,1.2879383306831464,1,2,1,0,2,2,2,2,2,1,1,2,1.5517297882361936,2.200442751069641
1,0,1,1,-1.2774445836787656,1,0,1,0,0,0,0,2,2,0,1,2,0.8421424691652587,-0.9683690545264706
0,0,0,0,-1.0738427650786138,1,0,0,0,0,0,0,0,2,0,1,2,-0.3244390249513595,-0.857853494783588
0,0,0,0,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,0,3,-1.517609271070636,-0.9997178549329615
0,0,0,0,0.9214550572028734,1,2,1,0,0,0,0,0,0,0,1,2,0.2771314891087769,0.8219565213642215
0,0,1,1,1.4915401492832983,1,2,1,2,0,2,0,0,0,1,0,0,0.6543594081464871,1.574195271399975
1,0,1,1,1.247217966963116,1,0,1,0,2,2,0,0,0,0,1,1,0.5164302571326987,1.1537460434129196
0,0,1,1,-0.8702409464784621,1,0,2,1,1,1,1,1,1,0,1,3,-1.5126238800701375,-0.9285428320382244
0,1,0,0,0.22920887396235737,1,0,0,2,2,0,0,0,0,0,1,1,-0.2529817539442163,-0.014416227508951806
0,0,1,1,0.9621754209229036,1,2,1,2,0,2,2,2,2,0,1,3,1.4902432992300467,1.6202912539695191
1,0,0,0,0.3106496014024181,1,2,1,0,0,2,2,2,2,0,0,0,1.330710787214099,0.8162386767830376
0,0,0,0,0.5549717837226001,1,0,0,0,0,0,0,0,0,0,0,0,-0.6584602219847502,-0.05051150121642544
0,0,1,0,-0.21871512695797646,1,0,1,0,2,0,0,0,0,0,1,2,0.37683930911874425,-0.08384719742332769
0,0,1,0,-0.5037576729981889,1,0,1,2,2,0,2,2,0,0,1,2,1.0565142821866886,-0.16851103514085758
0,0,1,1,1.369379058123207,1,2,1,0,0,0,0,0,0,1,1,0,0.3153528201125979,1.137365191369528
0,0,1,1,1.002895784642934,1,2,1,0,2,0,0,2,2,0,1,2,1.1911198392001445,1.4695962458183172
1,0,0,0,-0.38159658183809786,1,0,1,2,0,2,0,2,2,1,1,1,1.1695164781979852,0.004172286534896961
1,0,1,1,-0.3408762181180675,1,0,0,2,2,0,2,0,2,0,1,1,0.18407085709947407,-0.2546981596387029
1,1,1,1,0.43281069256250915,1,2,1,0,2,2,2,2,2,0,1,0,1.5284646302338678,1.0617086146138628
1,0,0,0,-1.2774445836787656,0,1,0,0,2,0,2,0,2,0,1,3,-0.6684310039857471,-0.9884367021106256
1,0,1,0,0.06632741908223598,1,2,1,0,0,2,0,2,2,0,0,2,1.1994288242009752,0.5492661110677604
0,0,1,0,-0.30015585439803716,1,2,0,0,2,0,0,0,0,0,0,2,-0.3543513709543497,-0.4019271384491871
1,0,1,1,-0.8295205827584317,1,2,2,1,1,1,1,1,1,1,0,3,-1.2749869090463821,-0.8690904943659147
0,1,1,0,1.3286586944031769,1,2,1,0,2,2,0,2,2,0,1,0,1.463654547227389,2.118980023252774
1,1,0,0,-0.5037576729981889,1,2,1,0,0,0,0,2,0,0,1,2,0.6510358141461546,-0.23758877913516036
0,0,1,1,0.6771328748826912,1,0,0,2,2,2,2,2,2,1,1,3,0.7457582431556239,0.9103071546225149
1,0,0,0,1.3286586944031769,1,2,0,0,2,2,2,0,2,2,1,1,0.31369102311243185,1.1136990547246275
0,1,0,0,-1.2367242199587352,1,2,0,0,2,0,0,0,0,0,1,1,-0.2729233179462098,-0.9559399174638971
1,0,0,0,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,0,3,-1.4727407520661506,-0.9991217861928381
1,0,0,0,-0.30015585439803716,1,0,2,1,1,1,1,1,1,1,0,1,-1.491020519067978,-0.78261637380801
0,0,1,1,1.6137012404433893,1,0,0,2,2,2,0,0,2,2,0,1,0.13255515009432434,1.1501475543521744
1,0,1,1,1.0843365120829946,0,1,0,2,0,2,0,0,0,1,0,3,-0.9958050130184734,-0.1337845118736674
0,0,1,0,1.5322605130033284,1,0,2,1,1,1,1,1,1,2,0,1,-1.4926823160681442,-0.4216415601132691
0,0,0,0,0.22920887396235737,1,0,1,0,0,0,0,2,2,1,1,3,0.8089065291619363,0.46745015733082
1,0,0,0,-1.2774445836787656,1,0,1,0,0,0,0,2,2,0,1,2,0.8354952811645946,-0.9684573610064888
1,0,1,1,0.26992923768238775,1,2,2,1,1,1,1,1,1,2,0,3,-1.3148700370503688,-0.5719391891043886
0,0,1,1,-0.8295205827584317,1,2,1,0,2,2,0,0,0,0,1,2,0.6560212051466532,-0.603310066130884
1,0,0,0,1.247217966963116,1,2,1,0,2,0,2,2,2,0,0,2,1.3506523512160928,1.955944184519017
1,0,0,1,1.5729808767233588,1,0,0,2,2,2,2,2,0,2,1,1,0.4034280611214026,1.4302998622101808
1,0,1,1,-1.2367242199587352,1,0,2,1,1,1,1,1,1,1,0,3,-1.481049737066981,-0.9928078728715307
0,1,1,0,-0.38159658183809786,1,0,1,2,0,0,0,2,2,0,1,2,1.0083221691818711,0.018875315457941345
1,0,0,0,-0.9516816739185228,0,1,0,0,0,0,0,2,0,0,1,1,-0.9991286070188055,-0.877413380107638
1,1,1,0,0.06632741908223598,1,0,1,2,0,0,2,2,0,1,0,3,0.8438042661654253,0.37331544963132923
1,0,0,0,-0.8702409464784621,1,0,1,0,0,2,0,0,2,0,0,2,0.6659919871476498,-0.6157392031934575
1,0,1,0,0.3920903288424788,1,2,0,2,0,0,0,0,0,1,0,1,-0.28787949094770476,0.0457204853834996
0,0,1,1,0.18848851024232702,1,2,1,0,0,0,0,2,2,0,1,2,1.0133075601823696,0.455153479988274
1,0,0,0,-1.2774445836787656,1,2,0,0,0,2,2,0,0,0,0,3,-0.09012564792793624,-0.9807540383490349
1,0,1,1,0.22920887396235737,1,2,1,0,2,2,0,2,0,0,1,2,0.9933659961803764,0.5920947538766281
0,0,0,1,-1.1552834925186746,1,0,1,0,0,2,2,2,2,0,1,0,1.1080299891918384,-0.8331718336184776
1,0,1,0,0.7178532386027215,1,0,2,1,1,1,1,1,1,2,0,3,-1.4694171580658184,-0.5367490568171024
1,0,1,1,1.2879383306831464,1,2,1,2,0,2,0,0,2,2,0,0,0.9518210711762233,1.5625829692775706
0,0,1,0,0.9214550572028734,1,2,1,0,0,2,0,0,0,0,1,2,0.43167861012422654,0.960266545692859
1,0,0,0,-0.6666391278783103,1,0,1,0,0,0,2,0,0,0,1,1,0.32532360211359457,-0.4913374494676998
0,0,0,0,-0.8702409464784621,1,0,2,1,1,1,1,1,1,0,0,0,-1.477726143066649,-0.8994016936321907
0,0,1,1,0.22920887396235737,1,0,2,1,1,1,1,1,1,2,1,3,-1.4893587220678117,-0.674176016345557
0,0,1,1,1.0436161483629645,0,1,0,0,0,2,2,2,2,2,1,1,-0.3078210549496983,0.3901378340748123
0,1,0,0,-0.055833672077855064,1,2,1,0,2,0,0,2,2,0,1,2,1.1695164781979852,0.39885809897661784
1,1,1,0,-0.13727439951791576,1,0,1,2,0,2,0,0,2,1,0,0,0.8421424691652587,0.1648680035481694
1,0,0,0,0.7992939660427822,0,1,0,0,2,0,0,0,0,1,0,3,-1.152013931034089,-0.29136742546629535
0,0,1,1,0.14776814652229667,1,0,2,1,1,1,1,1,1,2,0,0,-1.479387940066815,-0.6911529371290721
1,0,1,1,0.9621754209229036,1,2,2,1,1,1,1,1,1,2,0,0,-1.3497677740538576,-0.38901231574651307
0,0,0,0,0.9621754209229036,1,2,1,0,2,0,2,2,2,0,1,0,1.3523141482162588,1.6043740109462234
0,0,0,0,1.4508197855632678,1,2,2,1,1,1,1,1,1,2,0,0,-1.304899255049372,-0.20376739728815757
0,0,1,0,-1.1960038562387048,1,0,2,1,1,1,1,1,1,0,1,3,-1.5009913010689746,-0.9837564586696566
1,0,1,1,-0.3408762181180675,1,2,0,2,0,2,2,2,2,1,1,3,0.6659919871476498,-0.12928088139273491
0,0,0,0,-1.1960038562387048,1,0,2,1,1,1,1,1,1,0,0,3,-1.4744025490663168,-0.9802683527089343
0,0,0,0,-1.2774445836787656,1,0,1,0,2,0,2,2,0,0,0,2,0.895319973170575,-0.9676626026863244
0,0,1,1,0.9621754209229036,1,2,0,2,2,2,2,2,0,2,0,1,0.5480044001358552,1.031905177607692
0,0,1,0,1.4508197855632678,1,2,1,2,2,2,0,2,2,2,1,0,1.5301264272340338,2.3270080135558473
0,1,1,0,-0.1779947632379461,1,2,1,0,2,2,2,2,2,0,1,2,1.5317882242341998,0.4066952990782406
0,1,1,0,1.4100994218432374,1,2,1,2,2,0,0,2,2,1,1,2,1.3572995392167568,2.132093535535489
1,1,0,0,0.5142514200025698,1,0,0,2,0,2,0,0,2,1,0,1,-0.06852228692577646,0.22438657108049298
0,0,0,0,0.06632741908223598,1,2,1,2,2,2,0,2,2,0,1,3,1.4968904872307114,0.5757359784532409
0,0,0,0,-1.2774445836787656,1,0,1,0,0,0,0,0,0,0,0,3,0.15914390209698223,-0.9774425453483492
1,0,1,0,-0.62591876415828,1,0,1,0,0,0,0,0,0,0,1,0,0.1873944510998066,-0.47210871344371846
0,0,0,1,-0.5851984004382496,1,0,2,1,1,1,1,1,1,1,0,0,-1.4827115340671475,-0.8355781851989759
1,0,1,0,1.3286586944031769,1,2,1,0,2,0,0,0,2,0,1,2,0.8604222361670865,1.6105775411675078
1,0,0,0,-0.21871512695797646,1,0,1,0,0,0,0,0,0,0,1,3,0.142525932095321,-0.21637314731076762
1,0,1,1,1.5729808767233588,1,2,0,2,0,0,0,2,0,1,1,2,0.04780350308585216,1.063761740274288
0,0,1,1,0.3106496014024181,1,2,2,1,1,1,1,1,1,2,1,3,-1.328164413051698,-0.5557128734010289
0,0,0,0,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,0,2,-1.4960059100684764,-0.9994308588729021
1,0,1,1,-0.13727439951791576,1,0,1,0,0,0,0,0,0,0,1,2,0.19902703010096928,-0.13621294007417023
1,0,0,0,-0.8295205827584317,1,0,2,1,1,1,1,1,1,0,0,1,-1.4860351280674797,-0.8909463481704399
1,0,0,0,-0.9516816739185228,1,0,1,0,0,0,0,0,0,0,0,3,0.17576187209864347,-0.7178435707145986
0,0,1,0,1.002895784642934,1,0,2,1,1,1,1,1,1,2,0,0,-1.491020519067978,-0.5155775782327188
0,0,0,0,0.18848851024232702,1,2,1,0,0,0,2,2,2,0,0,1,1.1811490571991479,0.5554917179090493
0,0,0,0,-0.21871512695797646,1,2,1,0,0,0,0,2,2,0,1,0,1.0249401391835322,0.1377358375625517
0,0,0,1,1.1657772395230555,1,2,2,1,1,1,1,1,1,2,1,1,-1.3215172250510334,-0.3465810520977276
0,1,1,0,0.3920903288424788,1,2,1,0,0,0,0,2,2,0,1,2,1.0066603721817051,0.7334734283859009
1,0,1,1,0.7992939660427822,0,1,0,2,0,2,0,0,2,1,0,0,-0.681725379987076,-0.0031792279266252325
1,0,0,1,-1.2774445836787656,1,0,1,0,0,0,0,0,0,0,0,0,0.1657910900976468,-0.977354238868331
1,1,0,0,0.025607055362205634,0,1,0,0,0,2,2,2,2,0,1,2,-0.33773340095268845,-0.21175913372981225
1,0,0,1,-0.8295205827584317,1,0,0,2,0,0,0,2,2,0,1,3,0.16911468409797886,-0.6383677386981429
1,1,0,0,-1.2367242199587352,1,0,0,0,0,0,0,0,0,0,1,2,-0.6850489739874083,-0.9672431469062375
1,0,0,0,-1.1145631287986442,1,0,2,1,1,1,1,1,1,0,0,0,-1.4660935640654862,-0.966845767746155
0,0,1,0,0.8400143297628127,1,0,2,1,1,1,1,1,1,1,0,1,-1.5192710680708021,-0.5708353581041601
0,0,1,0,-0.7073594915983407,1,0,1,0,0,0,0,2,2,0,0,2,0.7773323861587803,-0.39415616820757815
1,0,0,0,0.10704778280226633,1,0,1,0,2,2,0,2,2,1,1,0,1.249282734205959,0.5928895121967925
0,0,0,0,-0.8295205827584317,1,0,2,1,1,1,1,1,1,0,0,3,-1.4976677070686424,-0.9108594594145631
1,0,1,1,1.4100994218432374,1,0,2,1,1,1,1,1,1,2,1,1,-1.5076384890696393,-0.44113521557730523
0,1,1,0,-0.055833672077855064,1,2,1,0,0,2,0,2,0,1,1,2,0.8620840331672525,0.24381399668451548
1,0,0,0,-0.9109613101984924,1,0,1,2,2,2,0,2,2,0,1,2,1.3174164112127704,-0.5306559096958408
1,0,0,0,1.0436161483629645,1,0,2,1,1,1,1,1,1,2,1,0,-1.51594747407047,-0.5509443234800415
0,0,1,0,-1.2774445836787656,1,0,0,0,0,0,0,2,0,0,0,3,-0.31779183695069496,-0.9837785352896612
0,0,0,0,-0.8295205827584317,1,2,1,0,0,0,0,2,2,0,1,2,0.9784098231788811,-0.5462640800390726
1,0,1,0,1.4100994218432374,1,2,1,0,2,0,0,2,0,1,1,0,0.785641371159611,1.5519861916753765
0,0,0,0,-0.2594354906780068,1,2,1,0,0,2,0,2,2,0,1,0,1.1877962451998125,0.1398110398429813
0,1,0,0,-0.30015585439803716,1,2,1,0,2,0,0,0,2,0,1,2,0.82884809316393,-0.0422769219547204
1,0,1,0,0.758573602322752,1,2,1,2,2,0,0,0,2,1,1,1,1.0515288911861906,1.1602365696942636
0,1,1,0,1.002895784642934,1,2,1,0,2,2,0,0,2,0,0,1,0.9717626351782166,1.3933215237025243
0,0,0,0,-1.1960038562387048,1,0,1,0,2,0,0,2,2,0,0,2,1.0182929511828682,-0.8787159006879076
0,0,1,0,-1.0331224013585834,1,0,1,0,0,0,0,2,0,0,1,2,0.5430190091353566,-0.7535414652619898
0,1,1,0,0.7178532386027215,1,0,1,0,0,0,0,0,0,0,1,2,0.2089978121019659,0.5128617646802226
1,0,1,1,-1.1552834925186746,1,0,2,1,1,1,1,1,1,2,0,1,-1.504314895069307,-0.9653887108258535
1,0,0,0,-0.9924020376385531,1,0,0,0,0,0,0,0,0,0,0,3,-0.7049905379894018,-0.860061156784045
1,0,1,1,-0.9924020376385531,1,0,2,1,1,1,1,1,1,1,0,1,-1.491020519067978,-0.9401772107806334
0,1,0,0,-1.2774445836787656,1,0,1,0,0,0,0,0,0,0,1,2,0.14917312009598557,-0.9775750050683767
0,0,0,0,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,0,2,-1.46443176706532,-0.9990114030928152
0,0,0,0,-0.62591876415828,1,0,1,0,0,0,0,0,0,0,1,2,0.17410007509847744,-0.5028172918700767
1,0,1,1,-1.0738427650786138,1,0,2,1,1,1,1,1,1,0,0,1,-1.4926823160681442,-0.9468443500220138
0,0,0,0,1.2064976032430856,1,2,1,2,2,2,0,0,0,1,1,2,0.9069525521717376,1.533221064671491
0,0,0,0,0.7178532386027215,1,0,2,1,1,1,1,1,1,1,1,3,-1.5093002860698053,-0.5520481544802701
0,1,1,0,-0.055833672077855064,1,2,1,0,0,0,0,0,2,0,1,2,0.6676537841478158,0.15458029862603942
0,0,1,0,-0.015113308357824713,1,0,1,2,0,0,0,0,0,0,1,0,0.356897745116751,0.01827924671781777
0,1,0,0,-0.5037576729981889,1,0,1,0,0,0,0,2,0,0,0,0,0.5297246331340278,-0.2954295235471365
1,1,1,0,0.8400143297628127,1,2,1,0,2,0,0,2,2,0,1,2,1.2343265612044643,1.4420887772926216
1,0,1,0,0.22920887396235737,1,2,1,2,0,2,2,2,2,1,1,2,1.5268028332337018,0.9472192632701578
0,0,0,1,-1.2774445836787656,1,0,1,2,0,0,0,0,0,0,1,3,0.2937494591104381,-0.975654339127979
1,0,0,0,-1.2774445836787656,1,0,0,0,2,0,0,0,0,0,0,2,-0.46402997296531395,-0.9857212778500634
1,0,0,0,-0.3408762181180675,1,0,0,2,2,0,2,0,0,0,0,0,-0.143303151933252,-0.3720133183429934
0,0,1,0,0.5956921474426305,1,0,1,0,0,2,0,0,2,0,1,2,0.682609957149311,0.7781344306551481
0,1,0,0,-1.2774445836787656,0,1,0,0,0,0,0,0,0,0,0,2,-1.3132082400502028,-0.9970024306723992
1,0,0,0,-1.1145631287986442,1,2,1,0,2,2,0,2,2,0,0,2,1.3473287572157604,-0.7650433842843715
1,0,1,1,1.4915401492832983,1,0,2,1,1,1,1,1,1,2,0,0,-1.481049737066981,-0.40038177504886713
0,0,1,1,0.5142514200025698,1,2,1,2,2,0,0,2,2,0,1,2,1.3423433662152622,1.0806945078177939
1,0,1,1,1.6137012404433893,1,2,1,0,2,2,2,0,0,2,0,0,0.8537750481664219,1.8908843853655464
1,0,0,0,-0.2594354906780068,1,2,1,0,0,0,0,0,2,0,1,2,0.6377414381448259,-0.012848787488627384
0,1,1,0,1.1657772395230555,1,2,1,0,2,2,0,2,2,1,1,1,1.3174164112127704,1.8198638988108413
0,1,1,0,1.6137012404433893,1,2,0,2,2,2,2,0,2,2,0,0,0.45494376812655235,1.500746356644767
0,0,1,0,-1.2367242199587352,1,0,1,2,0,0,0,0,0,0,1,2,0.32033821111309646,-0.9466015072019636
1,0,1,0,1.369379058123207,1,2,1,2,2,2,2,2,2,1,0,0,1.6963061272506461,2.4985654276113682
0,1,1,0,-1.1145631287986442,1,2,1,0,0,0,0,0,0,0,1,2,0.31867641411292996,-0.8603260762241
1,0,1,1,-1.2774445836787656,1,0,1,0,0,0,0,0,2,0,0,2,0.5064594751317021,-0.9728285317673939
1,0,1,1,1.6137012404433893,1,2,1,0,2,2,0,2,2,2,1,2,1.284180471209448,2.247112725759304
0,0,0,0,1.125056875803025,0,1,0,0,2,0,0,2,2,0,1,2,-0.46402997296531395,0.3285440642620591
1,0,0,0,-1.2774445836787656,1,2,0,0,0,0,0,0,0,0,0,3,-0.46569176996548,-0.985743354470068
0,0,0,0,-1.1145631287986442,1,0,0,2,0,2,0,0,0,0,0,1,-0.29785027294870164,-0.8755147907872448
1,0,1,1,-0.4223169455581282,1,2,0,0,0,2,2,2,2,1,1,3,0.4615909561272169,-0.2735515931226066
0,0,0,0,0.9214550572028734,1,2,1,2,0,2,0,0,0,1,1,1,0.6477122201458225,1.0184163627848994
0,0,1,0,1.2879383306831464,1,2,1,2,2,2,2,2,2,1,1,2,1.6697173752479884,2.2574887371614527
1,0,0,0,-0.5444780367182193,0,1,0,0,0,0,0,0,0,0,1,0,-1.3165318340505352,-0.8013594241918908
0,0,0,0,0.26992923768238775,0,1,0,0,0,2,0,2,2,0,1,1,-0.4690153639658123,-0.16685528864051477
0,0,0,0,0.5549717837226001,1,2,1,0,2,2,0,0,2,1,1,2,0.9767480261787151,0.9383223854083154
0,0,1,0,-0.5851984004382496,1,2,1,0,0,0,2,2,0,0,1,2,0.8005975441611056,-0.3040173287289146
0,0,0,1,-0.2594354906780068,0,1,0,2,0,0,2,0,2,0,0,3,-0.6302096729819263,-0.5017134608698481
1,0,0,0,0.47353105628253944,1,0,2,1,1,1,1,1,1,2,0,1,-1.4744025490663168,-0.6083214588719217
